Label,Text
aggressive,"দাবি একটাই ,, হটাও হাসিনা বাঁচাও দেশ"
aggressive,মোল্লা তাড়াও পৃথিবী বাঁচাও।
aggressive,পৃথিবীতে সব চেয়ে খারাপ ধর্ম থাকলে সেটা হলো হিন্দু ধর্ম এটা তার প্রমান।
aggressive,ইসলাম হলো আতংকবাদী ধর্ম
aggressive,শেখ মুজিব কে মেরেছে খুব ভালো কাজ করেছে আবার যে শেখ হাসিনাকে মারতে পারবে আমি মিষ্টি বিলাবো
aggressive,ভোদার বাল ধোনের বাল
aggressive,গুদির ব্যাটা ল্যাদানী
aggressive,কোরান শব্দ টাকে পৃথিবী থেকেই বাদ দেওয়া উচিত।
aggressive,ঐবুদার পুলা মরবি না....তর মতো কাফেররে তো কুবাইয়া মারা উচিৎ.....চুদানির পুলা
aggressive,তোর ভোদা চাট শুওরের বাচ্চা
aggressive,ইতিহাসের সবচেয়ে ঘৃণিত নারী হিসেবে শেখ হাসিনার পতন হবে।
aggressive,হিন্দু ধর্মে এ মহাবিশ্ব সৃষ্টি সম্পর্কে যা বলা আছে তা সম্পূর্ণ বৈজ্ঞানিক ভাবে ভুল । যা খুবই হাস্যকর। হিন্দু ধর্মে বলা আছে এ বিশ্বজগত ব্রক্ষা এর অন্ডকোষ(পেনিস) থেকে তৈরি হয়েছে।🤣🤣 যা শুনে হাসতে হাসতে জীবন শেষ । অন্ডকোষ থেকে এ বিশ্বজগত😂🤣
aggressive,শিব তার নিজের ছেলে গনেশকে চিনতে পারেনি গর্দান কেটে ফেলেছিলেন তাহলে তিনি তার সৃষ্টিকে কি করে চিনবেন? ভুলে যাওয়া কি সৃষ্টিকর্তার বৈশিষ্ট্য?
aggressive,"প্রথমে ভাবতাম যে কোনো ধৰ্ম হিংসা শেখায় না, কিন্তু কুরআন পড়ে আমার সব ধারণা পাল্টে গেলো...."
aggressive,"ভাই চাল চোররা তথা আওয়ামীদের যোগ দিতে বোলবেননা । কারণ কোরনাত যেমন মরন ভয় ,তেমনি আওয়ামীতে আছে চোরের ভয়"
aggressive,"ছাত্রলীগের উপরে উঠার সিড়ি তথা ক্ষমতায় আরোহনের যোগ‌্যতার মাপকাঠি হলো- ধর্ষণ, গণধর্ষণ, চিনতাই, রাহাজানি, জামায়াত-শিবির কর্মী হত‌্যা, চাাঁবাজি, টেন্ডারবাজী, ইসলামপ্রিয়ো মানূষদের অপদস্ত করা ইত‌্যাদি ইত‌্যাদি। এদের চরিত্রে শতভাগই পঁচে গেছে।"
aggressive,দেশটা কিভাবে গিলে পেলেছে আওয়ামীলীগ
aggressive,হাসিনার মিথ্যাচার মরার আগ প্রযন্ত যাবে না।
aggressive,কুত্তার পুকটি চাটামু
aggressive,হিন্দু ধর্মের রীতি নীতি একদম বাজে। যেমন: ব্রাহ্মণ কতৃক ধর্ষণকে পূর্ণের চোখে দেখা হয়।
aggressive,"ভারতের বাহিরে ১টি মন্দির আমাকে দেখিয়ে দিন। তা পারবেন না। কারন মন্দির সব ভারতে, ভারতের বাহিরে আপনাদের চিহ্ন নেই"
aggressive,আরে গর্ত থেকে বের হলেন যে।।। কি খবর? আদিকাল থেকেই আপনার আবার লজ্জাশরম একটু কম।। ব্যাপার না।
aggressive,ইহুদীরা আসলেই খুব বিপজ্জনক 
aggressive,এই সরকারের পতন ছাড়া সাদিন হবে না বাংলাদেশ
aggressive,"আমি হিন্দু ধর্ম বিশ্বাস করি, হিন্দু ধর্ম ও মুসলিম ধর্ম যৌনসঙ্গমে ভরা"
aggressive,আমার মনে হয় বিএনপি এর মধ্যে বেনিফিট নিতেছে না হলে দেশে এত কিছু ঘটার পরেও কেন এত চুপ।
aggressive,সেই রাজাকার বাহিনী আর জঙ্গী বাহিনী বঙ্গবন্ধু কন্যা শেষ করে দিয়েছে আংকেল এখন আর কোন গন বাহিনী নেই আপনাদের সাথে তাও দেশের মানুষ বুঝেগেছে আংকেল।
aggressive,এখানে দুইটা মাগির পুলার মধ্যে একটারে দেখতে পেলাম আর অন্যটা ক্যামেরা ম্যান মাগির পুলা!পতিতালয়ে জন্ম নিলে যা হয় আরকি!
aggressive,হিন্দুরা নিজেদের মোকাবেলায় অক্ষম ছিল। তাই বাচার জন্য তাদের স্ত্রী কন্যাদের মুসলমান শাসকদেরকে উপধৌকন দিত। তাতে লাভ হতো দুটো স্ত্রী কন্যারা মুসলমানদের যৌন ক্ষুধা মিটাতো আর তারা নিরাপদে বসে স্ত্রী কন্যাদের দেহ বেচা পয়সায় বিলাসী জীবন যাপন করতো।
aggressive,সাদিয়া মাগি মাগি মাগি মাগি আয় খানকির পোলা আয় মাইরা যা তর তর সাদিয়ার পুটকির ভিতর বাশ দিবো মাদার চোদ
aggressive,বাংলাদেশ নরপিশাচ দল বিএনপির চোর খুনিদের কথা শুনে মাথা নষ্ট
aggressive,সব জালিম সরকারের পতন হয়েছে পৃথিবী ইতিহাস আছে এদের ও একদিন হবে ইনসা আল্লাহ
aggressive,অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক
aggressive,খুনি হাসিনার ফাসি চাই
aggressive,"হিন্দুরা তো নিজের আপন মা'কে চু** আপন বোন কে চু*, বাবা নিজের আপন মেয়েকে চু* ভাগ্নে নিজের আপন মামি মাসি কে চুদে আর ভাতিজা নিচের আপন কাকী পিসি কে চুদে এটাই হিন্দুদের সংস্কৃতি প্রমাণ।"
aggressive,হিন্দুদের দেশ বাংলাদেশ। জয় শ্রী রাম
aggressive,আওয়ামী লিগ বলে তারা নাকি মুক্তিযুদ্দার দল। এখন আপনারা কি বাবে ২৩ রাজাকারের নাম প্রকাশ করেছে ন। এদের বিচার কে করবে। কেন না এরা তো সরকারের মধ্যে কোন না কোন বাবে জড়িত।
aggressive,বিএন পি বেয়াদপের দল.অবৈধ ক্ষমতা দখলকারি খুনি জিয়ার দলের কাছে জাতি ভালকিছু কিভাবে আসাকরে.
aggressive,এরা আবার বড় বড় লেকচার দেয় বড় বেজন্মারা হরেকৃষ্ণ হরেকৃষ্ণ কৃষ্ণ কৃষ্ণ হরে হরে হরে রাম হরে রাম রাম রাম হরে হরে আমি একজন হিন্দু কিন্তু এদের মতন বেজন্মা হিন্দু না
aggressive,"বি, এন, পি শালারা আবার challenge দেয় শুনলেও হাসি পায়।  শালারা ঘর থেকে নামে না, আবার বড় বড় কথা?"
aggressive,ওর ঘারে কালির আত্মা ভর করেছে
aggressive,তর মারে পাঠাইয়া দিছ একটু টেস্ট করে দেখমু মাল্ডা কেমন
aggressive,দুর বকাচুদা তোরা লিংগ আর মাং এর পুজা করিস এর থেকে নোংরা কোন ধর্ম আছে নাকি?
aggressive,"ইসলাম ধর্ম এমন একটা বর্বর ধর্ম অন্য ধর্ম কে অপমান করে অবমাননা করে,বলে হিন্দুরা কাফের হিন্দু মূর্তি পূজো করে তাই কাফের হত্যা করা কোনো গুনহা নয় কুরান বলছে এই হচ্ছে ফেকু ধর্ম ইসলাম"
aggressive,তোরা ধন কাটা মূসলমান হিন্দু ধর্মের কি জানিস। জদিও তোদের বাপ ঠাকুরদা হিন্দু ছিল
aggressive,মোহাম্মদ ছিল একটা নারী ধর্ষক।
aggressive,কোরান যদি কেউ ভালো করে পড়ে এবং বুঝে তা বুঝতে পারবে এইটা যে কত ভয়ংকর।REPLY
aggressive,ভাই সবসময় একটা জিনিস খেয়াল করবেন যারা বাংলাদেশকে ধ্বংস করতে চায় আন্তর্জাতিকভাবে সব সময় বিএনপি জামাত জোট ও সমস্ত লোকের পক্ষে পদ্মা সেতু নিয়ে দুর্নীতির মামলাগুলো আন্তর্জাতিক বিশ্ব ব্যাংক আর সেই আন্তর্জাতিক মিথ্যা মামলার সাথে বিএনপি জামাত যোগ দিল তারপরও ষড়যন্ত্রকারী আন্তর্জাতিক বিশ্ব ব্যাংক এবং বিএনপি-জামাত জোটের মোকাবেলা করে আন্তর্জাতিক আদালতে বিএনপি জামাত এবং আন্তর্জাতিক বিশ্ব ব্যাংকের মুখের থুতু মেরে জীতে এসেছে আওয়ামী লীগ সরকার
aggressive,পৃথিবীতে সর্বোপ্রথম হিন্দু তথা সনাতন ধর্ম এসেছে।
aggressive,"শুয়োরের  বাচ্চা  তোর  গড়া  উকুন  ধরবে বাইনচোদ  ভিখারি  চোদার  বাল  তোর  পর্দা  গন্ধ  বাইনচোদ 	"
aggressive,তোর পূজা যেন বন্ধ থাকে কখনো মাইক বন্ধ হবে না
aggressive,পিলখানা হত্যাকাণ্ড না হলে মহান শেখ মজিবুর রহমান ও জিয়াউর রহমান এর মতই শেখ হাসিনাকে ও একই ভেবে হত্যা করা হতো।  তাই এই নেক্কারজনক হত্যাকাণ্ড চালিয়েছিল শেখ হাসিনা
aggressive,খুনি হাছিনার বিরুদ্ধে সবাই মিলে ঝাঁপিয়ে পড়ুন বিচা লীগ ধষন করেছে খুনি হাছিনার নির্দেশে তাই খুনি হাছিনার বিচার আগে এরপরে বিচা লীগের ফাসী দিতে হবে ইতি মোঃ আনোয়ার হোসাইন
aggressive,"তোরা হিন্দুরা গোপনে বসে বসে গরু খাস,আবার বাইরে এসে ভাব দেখাস😂🤣 গরুর প্রতি ভক্তি সম্মান দেখাস😁"
aggressive,"বিএনপি যে এনালগ রয়ে গেল, তা ক্যামেরার পজিশন দেখে নির্নয় করা যায়।"
aggressive,খন্দকার মোশারফ হাছিনার বর্তমান সামী
aggressive,আল্ল;আচুদা মাল্লু উটের গু না পেলে আমার গু খেয়ে চক্সুন্নত পালন চুদা
aggressive,"তোমার পিশলাম কোনো ভালো জিনিস নয় যে তাকে নিয়ে কোনো ভালো মন্তব্য করতে হবে, যে ধরণের নোংরা মানসিক রোগ তোমার পিশলাম তার তুলনায় অনেক ভালো মন্তব্য আমি করেছি দ্বিতীয়ত, মসজিদের মতো নোংরা জিহাদি তৈরী করার আস্তানা পৃথিবীতে থাকাই উচিত নয়, পৃথিবীর প্রত্যেকটি মসজিদকে পাবলিক টয়লেটে পরিণত করা উচিৎ"
aggressive,ভোট ডাকাতি শেখ হাসিনাই করেছে!! ছেলে মেয়ে লাগবে কেন???রিজেন্ট সাহেদকে চিনেন?? ক্যাসিনো হোতাদের ভুলে যাবেন না কিন্তু আর হ্যালমেট বাহিনী তারা কোথা হতে এসেছিল
aggressive,উন্মাদ মানে পাগল। মোহাম্মদ মানে মহাপাগল। তোরা হলো মহাপাগল এর অনুসারী।(ভুদাই)।
aggressive,"বিএনপি যে কত বড় খারাপ তার প্রমান হলো- 21 আগস্ট গ্রেনেড হামলা, ব্রিটিশ হাই কমিশনার কে বোমা মেরে হত্যার চেষ্টা,এস এম কিবরিয়া হত্যা- আর কত লাগবে আপনাদের?"
aggressive,প্রথমত বলব তুই হিন্দু কেন মাদ্রাসার ব্যাপারে নাক গলাবি
aggressive,দুদের পাহাড় এর নিচে পরে আওয়ামীলিগের সাবেক মন্ত্রী এখন কোমাতে।
aggressive,ভাই বাংলাদেশকে পরিচয় করালেন না পুটকি মারলেন আপনাদের মতন ইউটোবারদের জন্য দেশের আজ এই অস্বতা
aggressive,বাহ কি দেশ মুক্তিযোদ্ধার সন্তান মারা যায় আর ক্রিমিনালরা বেঁচে থাকে বহাল তবিয়তে!
aggressive,ইসলাম ভাই দের কে আমি চ্যালেঞ্জ করছি ইসলাম ও কোরান মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি করা বই।
aggressive,কিরে সালা মূর্খ চোদা। এখনো নিজেকে হিন্দু জাতি বলতে ইচ্ছে করে মালূর বাচ্চা। বড় বড় কথা না‌ চোদাইয়া প্রমাণ দেখা। তোদের নূংরামী তোদের চোখের সামনেই তুলে ধরলাম। প্রমাণ ছাড়া কথা বললে মুখ টাইনা ছিঁড়ে লবন
aggressive,"কেপ্টেন মাজেদের মৃত্যুতে আমি এতটুকু অবাক হয়নি,,যতটুকু অবাক হয়েছি কুত্তালীগের অবৈধ বাচ্চাদের কর্মকান্ড দেখে.....ছি ছি"
aggressive,ইসলাম একটা মিথ্যা ও ভুয়া ধর্ম তাই ইসলামের বিরুদ্ধে কথা ফরজে আইন
aggressive,এই মাগির পুত
aggressive,ভগবান শ্রীকৃষ্ণ নিজের বোন সুভদ্রার রূপে কামুকী হয়ে অপহরণ করেছিল
aggressive,উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল বিচার ও ফাসি চাই।
aggressive, রাজাকার শোভাযাত্রা ও সমাবেশ করা উচিত 
aggressive,"গু খাইছছ, বেশ্ব্যার ছেলে।"
aggressive,গণতান্ত্রিক সংবিধান চাই। চাপিয়ে দেওয়া আওয়ামী পরিবারতন্ত্রের আইন প্রতিরোধ কর।
aggressive,ফ্রান্সে নবীজীর জন্য এত মন খারাপ হয়েছিল এদের যে নবীজী নিজেই ডেকে নিলেন তাদের কে নিজের কাছে
aggressive,তোদের মন্দিরের পুরোহিতরা তো সমকামি
aggressive,মাদার ফাকার
aggressive,আওয়ামীলীগ নিপাত যাক। গণতন্ত্র মুক্তি পাক।
aggressive,"একদম  ঠিক  দাদা  ভিখারির  বাচ্চা  ভিখারি   থাকে  জুতো  খুলে  মারুন 	"
aggressive,"ঐ আপনি মানুষ না আওমলীগ?♦ আওমলীগ একটি হিংস্র প্রানির নাম।♦ আওমলীগ দেশ ও জাতির জন্য ক্ষতিকর। ভাগ, সিংহের থাবায় অনেক পশু বেচে যায়,কিন্তু আওমলীগের থাবায় মানুষ সব কিছু হারায়।তাই এরা হিংস্র প্রাণী। ওরা মানুষ নয় ওরা হল আওমলীগ প্রাণী।"
aggressive,"ইসলাম ধর্মের জন্ম হয় ঢাল, তলোয়ার নিয়ে।ইসলাম ধর্ম উগ্রপন্থার ধৰ্ম।"
aggressive,হা হা তোদের মত নাস্তিকেরা সারাজীবন কুকুরের মত ঘেউ ঘেউ করলো ইসলাম বিলুপ্ত হবে না ইসলাম ছিল থাকবে কেয়ামতের আগ পর্যন্ত
aggressive,"মাদারীর বাইচ্ছা অপেক্ষা কর আগের জায়গায় আসার	"
aggressive,কাংলু কুকুর গুলোকে শিক্ষা দেওয়ার এখনি উপযুক্ত সময় কাংলাদেশে ভারতীয় বাহিনী আক্রমন চালাক দেখি কুকুরগুলোকে কে বাচায়। লুঙ্গি পড়ে কতক্ষন ভারতে ব্রক্ষস ঠেকাতে পারে।কাংলাদেশে রাজাকার ভরে গেছে সব কয়টা কে মেরে পাকিস্তান পাঠাও। কাংলারা ভারতের খাবে ভারতের পরবে ভারত মহান কে গালি দেবে তা হতে পারে না।কাংলাদের দিয়ে আমরা বছর গোলামি 
aggressive,পশু পূজা করতে করতে পশুই হয়ে গেলি তোরা হিনদুরা
aggressive,"ওর,মতো,অশিক্ষিত মহিলা কে,সেলিব্রিটি বলতে,মনে,কষ্ট হয় ।"
aggressive,বিএনপি তার পাপের ফল এখন কড়ায়গন্ডায় ভোগ করছে.
aggressive,পুটকিতে বাশ দিমু আবাল চোদা।
aggressive,"নবী মুহাম্মদের চরিত্র তো কিছু বলারই নাই ,তিনি দাবি করেন তিনি আল্লাহর নবী ,কিন্তু তার মত এক জঘন্য মানুষ কখনো আল্লাহর নবী হতে পারেনা ,তিনি আসলে ইবলিস শয়তানের নবী"
aggressive,বোকাচোদা আমার কমেন্ট টা ভাল করে পড় মাদারচোদ। আমিও সেটাই বলেছি যেটা তোদের কোরানে আছে।
aggressive,"হিন্দুরা যদি মুসলমানদের মতন আতংবাদি হয় একবার, তাহলে কিন্তু সারা পৃথিবীতে গেরুয়া ঝান্ডা উড়বে। কারণ আমরা হিন্দুরা শক্তির উপাসক। অস্ত্রের পূজা করি আমরা। শাস্ত্রের সাথে অস্ত্র জ্ঞান আদিকাল থেকে নতুন প্রজন্মের ভারতীয়দের মধ্যে রয়েছে"
aggressive,"এর  সম্পর্কে  কোনো  কমেন্টস  করতেও  রুচিতে  বাদে .	"
aggressive,শালা রাজাকারের বাচ্চা আর মাগীর পোলাদের দিয়ে কিছুই হবে না 
aggressive,এই সৈরাচার সরকারকে ক্ষমতা থেকে নামাতে হলে সরকারের যে সন্ত্রাসী বাহিনীকে পুলিশের পোশাক পরিদান করে রাজপথে নামিয়ে দিয়েছেন তাদেরকে পেটাতে হবে তাহলে এই সৈরাচার এবং ভোট বিহীন সরকারকে ক্ষমতা থেকে নামানো সম্ভব
aggressive,এই বর্বর ইসলাম অধর্ম যেই পাপ করে চলেছে এদের ধ্বংস আর বেশি দূরে নয়।
aggressive,"ছাগল দিয়ে হালচাষ হয় না, খালেদা জিয়া আর তারেক দুজনই তার প্রমাণ"
aggressive,আমাদের মেয়েদের দিকে তাকালে তোমার নবীর যৌনাঙ্গ কেটে তন্দুরে সেঁকে তন্দুরি নুনু বানিয়ে কুকুরকে খাইয়ে দিতাম.
aggressive,"শেষ হাসিনা উন্নয়নের মুলা ঝুলিয়ে বাংগালীকে বোকা বানাচ্ছে, এ মুলা আর কত কাল ঝুলাবে?"
aggressive,ধিক্কার জানাই মাদারচোদ কে
aggressive,ইসলাম ধর্ম পালন মানে হিন্দুদের হত্যা করা।
aggressive,"সবাই এখন বুঝে গেছে ইসলাম মানে জিহাদী,আতংক বাদী ,তাই শিক্ষিত সবাই ইসলাম ছাড়ছে"
aggressive,"(রিগ বেদ নয় ঋগ্বেদ)(জজুর বেদ নয় যজুর্বেদ) আরে ভাই আপনিতো বেদের নাম ঠিক করে লিখতে পারলেন না আর বেদের সম্বন্ধে কি বলবেন, আপনাদের ইসলাম ধর্মের কাজ তো হল অন্য ধর্মকে নিয়ে বিকৃতি করা"
aggressive,"পৃথিবীতে সর্বপ্রথম নিজ মামির সাথে Sex করেছে কে?
উঃ শ্রীকৃষ্ণ"
aggressive,পিটান।কুতালিগ।বিএনপি।।ভাইরা
aggressive,পুলিশের উপর আমাদের কোনো বিশাস নেই
aggressive,সব মন্দির ভেঙে দেওয়া উচিৎ
aggressive,শালা আবলামী কর?শহীদ মানে বুঝো? ইতিহাসের প্র‍থম যিনি অন্য ধর্মের জন্য শহীদ হলেন তাই না? এইসব বালের বয়ান বন্ধ কর
aggressive,"নগ্ন নেতা 😬 আসলেই তোর জন্মের ঠিক নাই, তুই একটা জারজ সন্তান।"
aggressive,আপনাদের হুজুর রা খালি মানুষ খুন করতে বলে কেনো?
aggressive,যা তোদের শ্রী রবি শংকর পাল মাল বালের ওয়ালে .... আমাদের ইসলাম এর ওয়ালে কি করিস হে শিব লিঙ্গ থেকে খসে পড়া মূর্খ পাঁঠা
aggressive,জলন্ধরের স্ত্রী বিন্দা ও শঙ্কচুরের স্ত্রী তুলসীকে প্রতারিত করে Sex করেছিল কে? উঃ বিষ্ণু।
aggressive,যেই দলের নেতা জনগণের অধিকার কাইরা নেই ভোট চুরি করে সেই দলের কেউ বেগম জিয়ার সমান হবে না
aggressive,ছি ছি হাছিনা। সন্ত্রাসী আর তোমার মাঝে পাথিক্য কি।
aggressive,তারেক আর খালেদা জিয়ার বালের যোগ্যতা নেই তোদের । তুই আই আমরা উচু করে নিয়ে দাড়িয়ে আছি । 
aggressive,সরকার পা চাটা গোলাম জা বলার জা করার আমাদেরকেই করতে হবে
aggressive,বলেন তো মুহাম্মদের পেশা কি ছিল ? এত্তগুলা মাগীরে আইনা ঘরে জুটাইছিল খাওয়াইছে কি ? পেশা কি ছিল ? খাদিজার ব্যবসা লাটে তুলে ডাকাতি লুটপাট গনিমতের মালের একের পাঁচ ভাগ কমিশন দাস ব্যবসা মানে নিরীহ মানুষ ধইরা বাজারে বেইচা খাইতো ...... ওয়াক থুঃ ....... আপনেরা তার উম্মত আইছেন একজন গনহত্যা কারির হয়ে ওকালতি করতে ...... আন্তরিক ধিক্কার জানাই
aggressive,"আমরা টুপি দেই মাথায়,,,, তাহলে হিন্দরা কি পুটকির মধ্যে কিছু পরে,,, কারন সব যদি উল্টা হয়"
aggressive,সম্মান সম্মান করে নগ্নতা দেখায়ে যোনি উলঙ্গ করে কি যে সম্মান দেখান।দেবী করে নগ্নতা দেখায়ে ফিলিংস নেন।সম্মান মজা একসাথে না???আর আপনারা হাজারটা বিয়ে করেন নারী সম্মতি ছাড়া সমস্যা নাই আর নারী সম্মতি নিয়ে তিনটা বিয়ে করলেই দোষ। আপনাদের মতো নারীদের জোর করে বিয়ে করলেই জায়েজ হওয়া আমাদের ধর্মে নাই। আর হিন্দু হয়ে জানেন আপনি। নিজের ধর্ম নিয়েই ধারণা নাই আইসে অন্য ধর্মের খুত ধরতে
aggressive,"হেফাজতকে মারাটা ওচিত হয়নি, বিএনপি নেতাদের যদি এভাবে মারতো তাহলে কিছুটা মেনে নিতাম।"
aggressive,কিরে বাঁড়া কিছু বুঝলাম না ভগবান কে ভালোবাসো ঠিক আছে ন্যাকামো করার কি আছে যতসব পাগল ছাগলের উৎপাত ওই মহিলার কান্ড দেখে ভগবান মনে হয় ভয় পেয়ে গিয়েছিলো
aggressive,"শেখ হাসিনার উদ্যোগ,আওয়ামীরা সব ধর্ষক"
aggressive,"এই সব নেতাদের সকলে ঘৃণা করে,,,,,, পারলে ৭ মার্চের মতো একটা ঘোষণা দে বাটপারের দল,,"
aggressive,শুয়োরের ধর্ম সনাতন দিয়ে শুরু করছি তোদের মিথ্যা ধর্মগ্রন্থ
aggressive,কত বাজে বিমপি আর জামাত ছি৷ ধিক্কার জানাই
aggressive,যৌনাচারের সর্গভুমির নামই মহাউন্মাদের ইসলাম । সমাজের নিষিদ্ধ কাজকে লাইসেন্স প্রদান করে গেছে ইসলামের নামে ।
aggressive,শালার পাগলের বাচ্ছারা নিজ হাতে মাটির পুতুল বানাইয়া ঐটারে পূজা করে যার শরিরে পেশাব করলেও কিছুই করতে পারেনা।
aggressive,পাপ যে বাপকে সারে না তার প্রমান বিনপি পাসসে।।। তবে আওয়ামিলিগ যে নিরবাচন করল এতে আমি সত্যি আসাহত হইসি৷ এই গুলা ঠিক না।।।
aggressive,"সে  একটা  ভিখারি  সে  তাই  থাকবে  ছোটলোক 	"
aggressive,সব দোষ হাসিনা বাহিনির দেশ ধংস। ভারতকে তোষামদ করেই তো বাচে না
aggressive,"ভাই মাজার পূজা করা শিরক, সেটা ঠিক কিন্তু আপনি পীরদের কেন ভন্ড বলছেন? তারা তো বলে যাননি যে আমার মৃত্যুর পর আমার কবরকে সবাই সেজদা করবে, পীর রা হলেন আল্লাহ ওয়ালা মানুষ, বরং এই মূর্খ মাজার পূজারী রাই ভন্ড।"
aggressive,ইসলামে কোন মানবাধিকার নেই। নারীর কোনো সম্মান নেই। গৃহপালিত পশু থেকে 6 বছরের বাচ্চার কোন সিকিউরিটি নেই। ইসলাম টেররিস্টের জাত।
aggressive,মাগির কি লজ্জা নাই ছিছিছিছি তুর মা কে চুদি আমি
aggressive,আওমিলিগের মুএিরা সব বিছি ছারা খাসি
aggressive,গরুর মুতের সাইড ইফেক্ট
aggressive,"ইহুদী নাসারা দের সাথে এত বিদ্বেষ এর করন টাই হলো ইহুদী নাসারা বলে দিয়েছে মহম্মদ তোদের আল্লা নাম দিয়ে নিজের পাদটা ধারায় দিয়েছে ।তাই মহমদের ইহুদী নাসারা দের উপর এত রাগ! আর শুধু ইহুদী নাসারাই বলে নাই যে আল্লা টা হলো মহম্মদের পাদটা, কয়েক জন মুসলমান ও বলে দিয়েছে লেখে দিয়ে ছে কেতাবে যাতে মুর্খ পাদ নামাজিদরা না ধরতে পারে!"
aggressive,"যে খানে মুসলিম সেখানেই অসানতি, পৃথিবীতে বর্তমানে মুসলিস মুসলিমরা যুদ্ধ লেগে একদিন মুসলিম শেষহয়ে যাবে। এখন দরকার একদেশ একজাতী যেখানে মুসলিম থাকবে সেখানে একজন হিনদু ও নিরাপদ নয়।"
aggressive,"তোমাদের ধর্মের কিছু অনুসারীরা কেন ধর্মকে নিয়ে কেন এত খারাপ মনে করে, আর কেনই বা আল্লাহ ও তাঁর নবি-রাসুল কে গালি দেয় , এইগুলা কি মানুষে করে না জানোয়ার রা করে"
aggressive,বিএনপি জামায়াত ক্ষমতায় আসলে এইসব সামি হবে বাংলাদেশের কুখ্যাত সন্ত্রাসী মাদক ব্যবসায়ী নারী ব্যবসায়ী
aggressive,আই কুট্টার বাসা নোটির পুয়া গর্ডোবর বাসা
aggressive,দর্শক লীগ জাহিলিয়াত লীগ নিপাত যাক ফেরাউন লীগ ধবংস হোক নরপশু লীগের ফাঁসি চাই আল্লাহ হুমা আমিন
aggressive,তোমার হোগায় অনেক কারেন্ট
aggressive,আজ সতীদাহ বাদ যাচ্ছে কাল দেখা যাবে মুর্তি পুজা বাদ দিবে।
aggressive,ইসলাম ও কোরান মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি।
aggressive,বাংলাদেশ এর পবিত্র ইসলাম ও মুসলমান দের আর কত কলুষিত করবি? সালে তোদের বাপ দাদা রা পশ্চিম পাকিস্তানের রাজাকার ছিল আর নির্বিচারে বাংলাদেশের মানুষ হত্যা করেছে আর এখন তোরা জঙ্গি হয়ে বাংলাদেশ এর মানুষ মারছিস।
aggressive,আওয়ামীলিগকে জুতা পিটা দিয়ে নামাতে হবে
aggressive,এই জানোয়ারের বাচ্চা জানোয়ার এতো দিনে বুঝতে পেরেছে দেশ লুটপাট ও দলবাজি করে দেশের ১২ টা বাজিয়েছে হযরত হাসিনা অবৈধ সরকার আওয়ামিলীগ
aggressive,এই দুটি দলকে বাংলাদেশে নিষিদ্ধ করে দিয়া জনগনের উচিত নতুন দল গঠন করা।
aggressive,তাহলে অসুখ করলে ডক্টর না দেখিয়ে আল্লার ইচ্ছে বলে ছেড়ে দিন
aggressive,জাকির নায়েক এর মাধ্যমে কত অমুসলিম মুসলিম হয়েছে হিসাব নেই। আর তার নামে যারা খারাপ কথা বলে তারা রামছাগল ছাড়া কিছুই না।
aggressive,"চুপ  বোকাচোদা  ফালতু  কথা  বন্ধ  কর.	"
aggressive,তোরাই নিশ্চিহৃ হয়ে যাবি কয়েকদিন পরে।তোরা অবৈধভাবেই ক্ষমতায় থাকবি কারণ তোদের জনসমর্থন নাই। বিএনপির ঠিকি আছে তাই তারা কখনো ভোট ডাকাতি করে নাই
aggressive,জামায়াত কিংবা জাতীয় পার্টির বাপের সাধ্য নাই বি এন পির সাথে জোট না করে আওয়ামী লীগ হটাবে।
aggressive,অবহিত শেখ হাসিনা কতো কিছু করবে কতো সপনো দেখে এক দিন সব সেষ হয়ে জাবে সেই দিন ছামনে পাপের ফল পাবে
aggressive,জনগণের টাকা দিয়ে সরকার লোকেরা চলে চোরের বাচ্ছারা আবার বড় বড় কথা বলে
aggressive,নোংরা হিন্দুরা ধর্মের নামে এসব নোংরামিই ভালোবাসে এবং মজা পায়
aggressive,"সৃষ্টিকর্তাকে ভুলে নিজেরাই মাটি দিয়ে পুতুল বানিয়ে তাকে মানছিস দেবতা, আর আমাদের আল্লাহকে করছিস অপমান।এই তোরা একবারের জন্য ভাবিসনা তোর শরীরের রক্তমাংস কে তৈরি করেছে,কার ইচ্ছায় প্রাণভরে নিঃশ্বাস নিতে পারছিস। তোরা তৈরি করলি পুতুল আর সেই পুতুলের কি ক্ষমতা আছেরে তোর ভাল মন্দ দেখার, কি ক্ষমতা আছে তোকে বিপদাপদ থেকে রক্ষা করার। ভাব একটাবার ভাব কতবড় ভুল করছিস।জেনে রাখিস পৃথিবীতে সত্য ধর্ম একটাই আর সে হল ইসলাম।আযান হয় আল্লাহর পক্ষ থেকে এই তোরা বলার কেরে আযান বন্ধ রাখার। এই পৃথিবী যতদিন থাকবে আযান ও তততদিন হবে ইনশাআল্লাহ।আযানের সময় ঢাকের বারি বন্ধ রাখিসতানা হলে আল্লাহ কিন্তু ছারবেনা মনে রাখিস।"
